2014-09-26,546.6517633688916
2014-09-27,353.9438183780901
2014-09-28,336.9654113358069
2014-09-29,600.7053697997961
2014-09-30,596.3522566802275
2014-10-01,619.2824020628082
2014-10-02,582.6045186145244
2014-10-03,564.9795220980354
2014-10-04,365.8105996483593
2014-10-05,348.2629524266271
2014-10-06,620.8454001129562
2014-10-07,616.3463388554277
2014-10-08,640.045270145889
2014-10-09,602.1376762245372
2014-10-10,583.9217611280634
2014-10-11,378.07524207739004
2014-10-12,359.9392695888335
2014-10-13,641.6606713036035
2014-10-14,637.0107686608255
2014-10-15,661.5042611764321
2014-10-16,622.3257279076771
2014-10-17,603.4990823255623
2014-10-18,390.7510848763843
2014-10-19,372.00706216214076
2014-10-20,663.1738223765234
2014-10-21,658.3680210438268
2014-10-22,683.6827142786877
2014-10-23,643.1906304952754
2014-10-24,623.7327782821208
2014-10-25,403.8519144843057
2014-10-26,384.4794552608609
2014-10-27,685.4082513612498
2014-10-28,680.4413244761851
2014-10-29,706.6047510747719
2014-10-30,664.7550769719777
2014-10-31,644.6448554724747
2014-11-01,417.39197956221966
2014-11-02,397.3700140489765
2014-11-03,708.388140760118
2014-11-04,703.2546862176398
2014-11-05,730.2953019197089
2014-11-06,687.0425211569775
2014-11-07,666.2580581890832
2014-11-08,431.38600649035357
2014-11-09,410.6927584938188
2014-11-10,732.1384838495209
2014-11-11,726.8329184265771
2014-11-12,754.7801330160636
2014-11-13,710.0772032127464
2014-11-14,688.5958932791664
2014-11-15,445.8492153847311
2014-11-16,424.46217861439726
2014-11-17,756.6851118629756
2014-11-18,751.2016651461087
2014-11-19,780.085874437654
2014-11-20,733.8841760090023
2014-11-21,711.6826557111086
2014-11-22,460.7973366508016
2014-11-23,438.69325024096355
2014-11-24,782.0547220855649
2014-11-25,776.3874301949231
2014-11-26,806.2400490928238
2014-11-27,758.4893323705907
2014-11-28,735.5434549980351
2014-11-29,476.2466280920676
2014-11-30,453.4014513029523
2014-12-01,808.2749068903097
2014-12-02,802.4176059932408
2014-12-03,833.2711026587755
2014-12-04,783.9194332389138
2014-12-05,760.2042425072996
2014-12-06,492.2138925923187
2014-12-07,468.6027786630116
2014-12-08,835.3741837480525
2014-12-09,829.3205033552259
2014-12-10,861.2084345195196
2014-12-11,810.2021367775369
2014-12-12,785.6918396855845
2014-12-13,508.7164963907027
2014-12-14,484.3137655154339
2014-12-15,863.3820262434914
2014-12-16,857.125382280257
2014-12-17,890.082429741092
2014-12-18,837.3660284536257
2014-12-19,812.0339672303139
2014-12-20,525.7723879695111
2014-12-21,500.5514993679086
2014-12-22,892.3288961310981
2014-12-23,885.862483776547
2014-12-24,919.9244921188117
2014-12-25,865.4406521279357
2014-12-26,839.2592752391048
2014-12-27,543.4001175752204
2014-12-28,517.3336406261551
2014-12-29,922.2462764657845
2014-12-30,915.5630627517226
2014-12-31,950.7670783325258
2015-01-01,894.4565421871616
2015-01-02,867.3973743700475
2015-01-03,561.6188573940223
2015-01-04,534.6784418016476
2015-01-05,953.1667058443503
2015-01-06,946.2594220061352
2015-01-07,982.6437332469866
2015-01-08,924.4452567536014
2015-01-09,896.4788680467069
2015-01-10,580.4484224037835
2015-01-11,552.604767363324
2015-01-12,985.123813794955
2015-01-13,977.9849473658775
2015-01-14,1015.5891263957557
2015-01-15,955.4394120082475
2015-01-16,926.5353857428705
2015-01-17,599.9092919251168
2015-01-18,571.132114254868
2015-01-19,1018.1523573531034
2015-01-20,1010.7741439937143
2015-01-21,1049.6390896883147
2015-01-22,987.4727176646412
2015-01-23,957.5996173832435
2015-01-24,
2015-01-25,
2015-01-26,
2015-01-27,
2015-01-28,
2015-01-29,
2015-01-30,
2015-01-31,
2015-02-01,
2015-02-02,
2015-02-03,
2015-02-04,
2015-02-05,
2015-02-06,
2015-02-07,
2015-02-08,
2015-02-09,
2015-02-10,
2015-02-11,
2015-02-12,
2015-02-13,
2015-02-14,
2015-02-15,
2015-02-16,
2015-02-17,
2015-02-18,
2015-02-19,
2015-02-20,
2015-02-21,
2015-02-22,
2015-02-23,
2015-02-24,
2015-02-25,
2015-02-26,
2015-02-27,
2015-02-28,
2015-03-01,
2015-03-02,
2015-03-03,
2015-03-04,
2015-03-05,
2015-03-06,
2015-03-07,
2015-03-08,
2015-03-09,
2015-03-10,
2015-03-11,
2015-03-12,
2015-03-13,
2015-03-14,
2015-03-15,
2015-03-16,
2015-03-17,
2015-03-18,
2015-03-19,
2015-03-20,
2015-03-21,
2015-03-22,
2015-03-23,
2015-03-24,
2015-03-25,
2015-03-26,
2015-03-27,
2015-03-28,
2015-03-29,
2015-03-30,
2015-03-31,
2015-04-01,
2015-04-02,
2015-04-03,
2015-04-04,
2015-04-05,
2015-04-06,
2015-04-07,
2015-04-08,
2015-04-09,
2015-04-10,
2015-04-11,
2015-04-12,
2015-04-13,
2015-04-14,
2015-04-15,
2015-04-16,
2015-04-17,
2015-04-18,
2015-04-19,
2015-04-20,
2015-04-21,
2015-04-22,
2015-04-23,
2015-04-24,
2015-04-25,
2015-04-26,
